account_id,region_id,value_score,value_group,churn_mode,proba_none,proba_large_withdrawal,proba_dd_stop,proba_dormant,predicted_mode
A023480,R04,21841.76,high,none,0.9381929,0.020366611,0.0075668404,0.033873625,none
A035904,R06,2370.05,low,none,0.94241685,0.04358092,0.005261592,0.008740669,none
A026305,R04,17668.31,high,none,0.8803221,0.001592257,0.004209887,0.11387571,none
A015988,R05,7073.75,high,none,0.84800893,0.039867073,0.038037047,0.07408694,none
A003040,R00,38991.46,high,none,0.92950594,0.010486037,0.012210541,0.047797494,none
A029607,R02,14797.17,high,none,0.7537856,0.0007544414,0.017837426,0.22762254,none
A015556,R01,268.01,low,none,0.9352931,0.020806655,0.024673892,0.019226419,none
A038434,R08,5636.08,high,none,0.88852745,0.0025553445,0.013285716,0.09563145,none
A013953,R03,4720.19,low,none,0.9542634,0.0051769163,0.008115521,0.03244412,none
A037604,R08,30454.41,high,none,0.95515037,0.022165608,0.0049963654,0.017687725,none
A036302,R00,2480.76,low,none,0.8864361,0.021169828,0.0055273776,0.08686666,none
A010367,R09,9430.56,high,none,0.84735847,0.011483086,0.016982632,0.124175824,none
A009785,R06,5412.52,high,none,0.9324248,0.020031523,0.027924025,0.019619716,none
A034081,R02,2207.48,low,dormant,0.86685807,0.007249891,0.004402224,0.12148981,none
A037698,R04,3306.99,low,none,0.8875767,0.0065066796,0.06746003,0.03845658,none
A025887,R05,29262.13,high,none,0.94495493,0.017808076,0.0101326965,0.027104283,none
A016012,R01,7113.58,high,none,0.8667781,0.008723437,0.04543179,0.0790667,none
A023220,R00,649.74,low,none,0.8945413,0.056666516,0.024817593,0.023974556,none
A018195,R08,2118.47,low,none,0.92279357,0.011457396,0.004921955,0.060827058,none
A037779,R05,925.75,low,dormant,0.7180229,0.0013413556,0.020919891,0.2597159,none
A036016,R09,23991.47,high,none,0.82967687,0.03998191,0.016349057,0.113992184,none
A034294,R02,7006.87,high,none,0.77650714,0.041736204,0.08475764,0.09699901,none
A036600,R08,21725.05,high,none,0.95639277,0.015431142,0.00351751,0.024658635,none
A017836,R02,5828.44,high,none,0.92366815,0.019052858,0.031307064,0.025971947,none
A021754,R01,2520.27,low,dormant,0.91869676,0.018681783,0.027726032,0.034895442,none
A013866,R01,3027.42,low,none,0.81624234,0.030976927,0.06031543,0.09246529,none
A006454,R09,52739.33,high,none,0.9563628,0.013705536,0.003050263,0.026881445,none
A029140,R05,951.72,low,none,0.93871534,0.022489624,0.016436964,0.022358054,none
A029192,R06,1639.99,low,none,0.88999814,0.005018364,0.0064320695,0.098551445,none
A003124,R06,1091.66,low,none,0.8074729,0.0114329215,0.030236788,0.15085742,none
A030648,R00,2337.16,low,none,0.84327346,0.044755097,0.07309575,0.038875636,none
A018982,R01,8951.1,high,none,0.91263354,0.06377227,0.0064267507,0.017167438,none
A007096,R00,5067.2,high,dormant,0.8599987,0.042794026,0.071492486,0.025714796,none
A024932,R06,40425.04,high,none,0.92025715,0.02276643,0.039721143,0.017255278,none
A032082,R09,25856.22,high,none,0.838951,0.053590417,0.08234899,0.025109617,none
A007519,R07,8255.32,high,none,0.9529303,0.011948696,0.0102208955,0.024900187,none
A033276,R03,2522.01,low,large_withdrawal,0.8493661,0.042258933,0.064526856,0.04384806,none
A034766,R07,6396.38,high,none,0.9030558,0.0008448863,0.026729183,0.069370106,none
A005859,R02,2809.15,low,none,0.89529157,0.013055405,0.053402834,0.038250174,none
A032949,R04,8118.44,high,none,0.79393727,0.01613469,0.07871441,0.111213565,none
A004425,R05,4520.7,low,none,0.80147326,0.0016103139,0.07251057,0.124405876,none
A038621,R05,1487.38,low,none,0.9653585,0.014616303,0.005408092,0.0146171525,none
A021238,R01,12934.38,high,none,0.95247775,0.020134784,0.0071459473,0.020241546,none
A007787,R05,2999.9,low,none,0.8930968,0.033572465,0.011520292,0.061810505,none
A034129,R08,2869.08,low,none,0.9032275,0.009737935,0.0044602994,0.082574315,none
A004162,R09,1817.1,low,none,0.8540623,0.030474618,0.07272806,0.042734932,none
A008908,R02,5332.54,high,none,0.9093527,0.041478135,0.029091924,0.020077165,none
A002980,R04,5039.37,high,none,0.8841898,0.024915392,0.0043405467,0.08655426,none
A038062,R01,1117.5,low,none,0.7102901,0.09986997,0.067330986,0.12250902,none
A039082,R08,5001.12,high,none,0.96856433,0.007271874,0.002696251,0.021467563,none
A026616,R08,1769.39,low,none,0.9577876,0.016152611,0.0060046283,0.020055182,none
A023527,R03,11063.5,high,none,0.97008103,0.0036155197,0.0066488995,0.019654555,none
A004046,R04,3484.67,low,none,0.8984439,0.039449908,0.027148021,0.034958143,none
A007892,R06,5944.72,high,none,0.9224442,0.016072722,0.031245282,0.030237762,none
A025225,R09,8322.38,high,none,0.8627091,0.017136252,0.012426257,0.10772835,none
A032459,R02,38304.2,high,none,0.9714366,0.0005037639,0.005371714,0.022687903,none
A009474,R02,2596.65,low,dormant,0.8233083,0.0032794161,0.05923743,0.114174865,none
A020500,R03,5872.19,high,none,0.9482029,0.01880157,0.0029495698,0.030045927,none
A001248,R04,822.76,low,none,0.83925366,0.030923244,0.047839426,0.08198369,none
A036603,R01,5611.99,high,none,0.83780015,0.032593306,0.038579825,0.091026686,none
A015864,R06,66149.17,high,none,0.9272477,0.03462611,0.013583579,0.024542581,none
A030183,R06,7448.93,high,none,0.9198504,0.055114403,0.010825805,0.014209409,none
A003411,R05,5192.31,high,none,0.90898293,0.04391631,0.031211384,0.01588939,none
A019685,R00,8708.35,high,none,0.7037667,0.020575743,0.02548955,0.25016797,none
A032797,R07,57216.74,high,none,0.9164571,0.0011328715,0.04940033,0.033009704,none
A024950,R04,16099.62,high,dormant,0.8449302,0.043487117,0.016337182,0.0952455,none
A000374,R00,8418.23,high,none,0.9672675,0.0054917485,0.006977738,0.020263018,none
A012723,R00,555.66,low,dormant,0.8984221,0.017433304,0.053147346,0.03099718,none
A020421,R02,15741.8,high,none,0.88975006,0.041391656,0.044002347,0.02485598,none
A020001,R07,6354.47,high,none,0.9196793,0.057224486,0.009323447,0.013772762,none
A024120,R01,776.9,low,none,0.94159883,0.0050044334,0.021047793,0.03234889,none
A022621,R03,1853.01,low,none,0.96551013,0.015188722,0.004555515,0.014745596,none
A028127,R06,6357.78,high,none,0.90023696,0.025699496,0.047164544,0.026899008,none
A027451,R06,6493.52,high,none,0.9522288,0.015195124,0.0057623056,0.026813788,none
A009059,R01,6309.8,high,none,0.8711691,0.02313153,0.07854344,0.02715594,none
A004262,R03,14904.99,high,none,0.8649898,0.053577423,0.0040892903,0.0773435,none
A016306,R00,24799.9,high,dd_stop,0.9332477,0.020454539,0.0194333,0.026864495,none
A013585,R05,932.82,low,none,0.86585736,0.10483326,0.015456376,0.013852958,none
A001852,R04,23420.12,high,none,0.92242706,0.039790586,0.0070009637,0.030781418,none
A009491,R00,1394.49,low,none,0.84556484,0.054345157,0.0311759,0.06891406,none
A032151,R01,3006.81,low,none,0.91988045,0.013101578,0.025442058,0.04157594,none
A009612,R04,1855.95,low,none,0.94953984,0.017913822,0.013598247,0.018948138,none
A039730,R00,34081.6,high,none,0.90633565,0.028938916,0.022413166,0.042312227,none
A007278,R08,1727.88,low,none,0.9130854,0.022317939,0.02744681,0.037149858,none
A031749,R02,2900.35,low,none,0.7585372,0.0011447999,0.055209585,0.18510844,none
A012584,R00,3266.34,low,none,0.8884372,0.0014766052,0.070739314,0.03934686,none
A036818,R06,10533.41,high,none,0.8941233,0.049136046,0.03520228,0.021538325,none
A033105,R00,99051.46,high,none,0.8232777,0.00775836,0.007899908,0.16106401,none
A023426,R00,3053.43,low,dormant,0.3820774,0.025005331,0.012502111,0.5804151,dormant
A013082,R08,41487.98,high,none,0.95764846,0.011259765,0.008507647,0.022584124,none
A029948,R09,3657.66,low,none,0.9290767,0.013973192,0.0042254096,0.05272475,none
A031014,R00,1427.29,low,none,0.95634913,0.0011923286,0.013503801,0.028954681,none
A000958,R09,22321.22,high,none,0.9024112,0.003042739,0.06419743,0.030348623,none
A026154,R02,2776.34,low,none,0.81381893,0.03621491,0.046762645,0.10320346,none
A031192,R03,2586.65,low,none,0.8797458,0.061695114,0.041750494,0.016808601,none
A030963,R09,1623.95,low,none,0.9501714,0.0029366086,0.017016305,0.029875742,none
A024644,R00,4114.01,low,none,0.92694986,0.014556248,0.029225497,0.029268382,none
A037923,R08,23002.59,high,dormant,0.8737544,0.014779582,0.018289264,0.09317684,none
A034571,R04,773.07,low,none,0.84187394,0.025597773,0.05382084,0.078707404,none
A029816,R07,22458.43,high,none,0.85105836,0.01861944,0.04685106,0.08347112,none
A000826,R00,3966.55,low,none,0.8810494,0.020890407,0.017501075,0.080559105,none
A010786,R09,2380.35,low,none,0.95517224,0.015962439,0.005176369,0.023688955,none
A005999,R07,7620.96,high,none,0.8869955,0.013441375,0.03666171,0.062901445,none
A016981,R09,2249.33,low,none,0.72526985,0.010630957,0.012782491,0.25131676,none
A014193,R05,6875.45,high,none,0.85622853,0.030055508,0.034604788,0.07911116,none
A026436,R01,1210.33,low,none,0.886302,0.016897263,0.064453036,0.032347705,none
A033483,R09,6992.0,high,none,0.9437712,0.02433058,0.01749447,0.0144037455,none
A004987,R01,3242.08,low,none,0.8530955,0.034964204,0.074146,0.037794333,none
A031645,R09,2557.19,low,none,0.8604293,0.020607,0.011853264,0.107110515,none
A032877,R02,13695.25,high,none,0.9059552,0.00976888,0.04435518,0.03992069,none
A015914,R08,3856.13,low,none,0.92023396,0.047371075,0.012202529,0.020192478,none
A035519,R09,1602.24,low,none,0.7673433,0.08515764,0.011123584,0.13637552,none
A018927,R07,3501.02,low,none,0.908238,0.028709466,0.026337905,0.03671467,none
A018040,R07,3627.59,low,none,0.92274153,0.00901809,0.05203451,0.016205925,none
A003080,R07,3235.52,low,none,0.90445894,0.01510205,0.008294654,0.07214437,none
A031416,R03,4080.63,low,none,0.8669288,0.04749286,0.0048438306,0.08073449,none
A029197,R01,3386.26,low,none,0.91292596,0.01050699,0.003895282,0.07267178,none
A030860,R05,8114.75,high,none,0.9613026,0.02099007,0.005880394,0.011826963,none
A033550,R01,12765.08,high,none,0.69243044,0.018943418,0.0075981477,0.281028,none
A035446,R03,12161.13,high,none,0.95861775,0.025124462,0.0036772059,0.012580577,none
A022839,R06,15618.22,high,none,0.94071037,0.02595895,0.0038745375,0.029456154,none
A011366,R00,4301.18,low,none,0.8365278,0.0043926765,0.045759365,0.11332011,none
A039909,R00,7876.5,high,none,0.9280259,0.018592246,0.029453602,0.023928294,none
A014905,R08,996.19,low,none,0.9199451,0.026701158,0.020680958,0.032672722,none
A031922,R06,4055.95,low,none,0.88539815,0.014148749,0.07238369,0.028069483,none
A001311,R08,11468.16,high,none,0.76166755,0.039398123,0.11134583,0.087588504,none
A007675,R04,4111.53,low,none,0.88798237,0.05935278,0.029396046,0.023268767,none
A007190,R08,2526.65,low,none,0.9541604,0.014222372,0.01427609,0.0173411,none
A009959,R09,17155.82,high,none,0.9262001,0.006461643,0.025169477,0.042168833,none
A019861,R08,5109.35,high,none,0.88722146,0.05160637,0.034806125,0.026365994,none
A011383,R08,5484.29,high,none,0.8385867,0.004559299,0.014367351,0.14248672,none
A019410,R09,1828.26,low,none,0.89551294,0.015981015,0.005287796,0.08321831,none
A032747,R05,19918.36,high,none,0.9114564,0.022220984,0.0051663206,0.06115626,none
A039942,R02,1016.95,low,none,0.9183506,0.011689377,0.030830929,0.03912914,none
A039552,R04,11521.73,high,none,0.8793602,0.018639432,0.01515477,0.0868456,none
A022631,R09,10331.16,high,none,0.87797695,0.012437288,0.0732533,0.03633249,none
A030397,R09,696.39,low,none,0.94654584,0.004849009,0.016751496,0.03185367,none
A023597,R08,6059.88,high,none,0.89904994,0.014852713,0.0028964437,0.08320088,none
A015759,R01,3539.06,low,none,0.97772425,0.0070996997,0.003217714,0.011958313,none
A001699,R05,1527.71,low,none,0.8623489,0.0143388035,0.023832815,0.09947949,none
A035005,R03,6486.48,high,none,0.92425483,0.011599586,0.02945074,0.034694865,none
A037684,R06,28468.85,high,none,0.88159597,0.021318901,0.05834527,0.03873989,none
A021112,R06,1596.81,low,none,0.92162657,0.018652394,0.027211394,0.032509707,none
A022280,R05,10679.95,high,none,0.8911862,0.015054624,0.015042575,0.078716606,none
A006403,R05,6601.85,high,none,0.94567966,0.019350791,0.01330327,0.021666288,none
A016617,R02,10708.24,high,none,0.9677393,0.0122568365,0.0027575095,0.01724639,none
A033255,R06,2916.07,low,none,0.71674657,0.03243591,0.018350836,0.23246674,none
A004556,R04,3301.15,low,none,0.90711856,0.033500127,0.017629698,0.041751593,none
A013606,R06,24669.5,high,none,0.7490277,0.020265102,0.0036037825,0.22710338,none
A025570,R00,3701.3,low,none,0.81698996,0.06454364,0.029108971,0.089357436,none
A013998,R04,2017.96,low,none,0.82091117,0.057499494,0.008401557,0.11318779,none
A011290,R01,911.78,low,none,0.8881265,0.012510384,0.020785442,0.078577675,none
A002321,R04,4344.06,low,none,0.7546352,0.06427509,0.060431354,0.120658316,none
A002415,R00,1811.66,low,none,0.79180455,0.007817935,0.01831163,0.18206586,none
A022469,R08,9995.88,high,none,0.9012684,0.034126062,0.04783685,0.016768673,none
A024696,R08,2782.23,low,none,0.73434883,0.07871224,0.06358037,0.12335852,none
A002196,R03,5948.42,high,none,0.9156736,0.02475681,0.028579088,0.030990439,none
A026964,R01,36387.06,high,none,0.85506034,0.043375235,0.0681441,0.033420358,none
A021649,R02,6736.17,high,none,0.91656,0.036195807,0.018614093,0.028630162,none
A007490,R01,7555.6,high,dd_stop,0.5645475,0.01566842,0.06078131,0.35900277,none
A011558,R05,1947.56,low,dd_stop,0.8353844,0.0040631075,0.06584839,0.09470403,none
A006456,R01,860.79,low,large_withdrawal,0.8244979,0.047886927,0.032235894,0.09537925,none
A008561,R09,1326.27,low,none,0.927895,0.010591064,0.032455634,0.029058328,none
A003757,R04,4653.29,low,none,0.84475964,0.06345338,0.062375255,0.02941168,none
A039738,R01,9551.35,high,none,0.968288,0.015728941,0.0034676136,0.012515493,none
A024072,R02,28690.32,high,none,0.93788004,0.029293053,0.0058140345,0.027012913,none
A001227,R08,18667.16,high,none,0.8784554,0.057759486,0.036588628,0.027196433,none
A031752,R09,5180.97,high,none,0.82640505,0.053421993,0.03307325,0.08709965,none
A007878,R02,13760.03,high,none,0.9158745,0.032734025,0.01188902,0.039502434,none
A029058,R05,4071.43,low,none,0.73886555,0.009093012,0.0057876753,0.24625377,none
A006018,R01,2294.7,low,none,0.8618316,0.0009702848,0.009844031,0.12735407,none
A013034,R03,7767.44,high,none,0.8223479,0.07822589,0.077062055,0.02236412,none
A015044,R00,2559.83,low,none,0.8663605,0.057173245,0.039720345,0.036745958,none
A003583,R05,4257.4,low,none,0.91058075,0.06107521,0.004097424,0.024246573,none
A024282,R04,392.94,low,none,0.9309155,0.030530041,0.0052332194,0.03332121,none
A022739,R09,11085.96,high,none,0.9269159,0.026095377,0.022917343,0.024071464,none
A029668,R02,1742.67,low,none,0.93116295,0.02796839,0.018382575,0.02248609,none
A031205,R03,2681.7,low,none,0.88672954,0.0364698,0.041243047,0.0355576,none
A025973,R09,16287.93,high,none,0.9103118,0.01543072,0.043764245,0.030493194,none
A008941,R03,435.58,low,dormant,0.87073743,0.06810666,0.046139363,0.01501651,none
A002318,R08,2109.91,low,none,0.8619836,0.04346378,0.04791367,0.046638917,none
A005238,R08,2612.43,low,none,0.89268076,0.012077727,0.004528008,0.090713434,none
A031919,R04,5645.06,high,none,0.9010328,0.06641094,0.011103113,0.021453196,none
A019812,R05,9260.1,high,none,0.9523707,0.027118372,0.003114873,0.017396016,none
A036746,R00,4972.15,low,none,0.8771756,0.033038825,0.062744096,0.027041402,none
A036669,R06,9506.76,high,none,0.95078623,0.008694972,0.022558887,0.017959913,none
A034447,R06,7432.75,high,none,0.92969054,0.0151569275,0.034260664,0.02089186,none
A007383,R00,13444.57,high,none,0.95430857,0.012231836,0.006058623,0.027400965,none
A032196,R05,1255.03,low,none,0.8609473,0.047451075,0.030524366,0.061077323,none
A009514,R01,10949.49,high,none,0.90810627,0.03761309,0.036216326,0.018064344,none
A033646,R06,943.92,low,none,0.9539207,0.0034435363,0.0056465403,0.036989238,none
A015329,R08,15661.6,high,none,0.9378055,0.002312402,0.031949356,0.027932825,none
A000656,R00,1840.98,low,none,0.9210026,0.0087661445,0.021341119,0.048890073,none
A001772,R05,9263.44,high,none,0.96019596,0.015071869,0.007917603,0.016814511,none
A029769,R06,2515.28,low,none,0.93563753,0.02309435,0.0058656665,0.035402447,none
A030970,R05,1999.54,low,none,0.9626196,0.01736482,0.0020909994,0.017924523,none
A015255,R04,2308.72,low,dormant,0.8417697,0.046122875,0.014561879,0.09754554,none
A002437,R05,1061.43,low,none,0.92295027,0.019019146,0.026530845,0.03149982,none
A002795,R00,1232.16,low,none,0.8925524,0.015507823,0.03673869,0.055201128,none
A029557,R05,43609.85,high,none,0.9474222,0.014436423,0.0093335565,0.028807806,none
A004497,R04,2951.73,low,none,0.95949197,0.008353393,0.004447664,0.027706997,none
A017564,R04,4281.61,low,none,0.95286024,0.02362889,0.004789779,0.01872114,none
A020383,R00,5794.24,high,large_withdrawal,0.88912207,0.057628173,0.035963584,0.017286206,none
A023325,R04,22886.96,high,none,0.8778341,0.04071883,0.046198733,0.035248395,none
A015830,R07,4026.53,low,none,0.8440133,0.032616995,0.027529867,0.095839866,none
A021469,R02,10337.62,high,none,0.8361609,0.033601943,0.09118606,0.039051116,none
A037085,R09,3998.69,low,none,0.87657565,0.0028540785,0.017206766,0.10336352,none
A028213,R06,3022.68,low,dd_stop,0.9089057,0.024824899,0.03373237,0.032537036,none
A030953,R04,7299.54,high,none,0.9321569,0.022765195,0.01698367,0.028094212,none
A009598,R00,27389.13,high,none,0.9145032,0.028140198,0.024971852,0.03238476,none
A016622,R01,2987.06,low,none,0.8599415,0.027919624,0.070138685,0.042000163,none
A018190,R06,8540.78,high,none,0.9135517,0.016417777,0.048929263,0.021101238,none
A033242,R09,3760.13,low,none,0.89224595,0.0067071333,0.009200105,0.09184686,none
A009726,R07,22073.19,high,none,0.9499554,0.026587985,0.007990597,0.015466013,none
A038474,R02,3098.08,low,none,0.8142495,0.057045024,0.09640301,0.03230242,none
A036928,R00,12134.97,high,none,0.8899149,0.04095789,0.031359423,0.03776781,none
A017187,R01,7579.91,high,none,0.8982767,0.06746394,0.009424737,0.02483468,none
A035799,R03,84055.62,high,none,0.9173413,0.014066495,0.009849972,0.058742248,none
A024822,R05,3433.1,low,none,0.91033155,0.050970837,0.009676991,0.029020585,none
A003904,R07,16351.09,high,none,0.91626394,0.051148564,0.009511114,0.023076389,none
A017461,R03,17971.69,high,none,0.8985326,0.058809087,0.01963344,0.023024835,none
A037340,R05,4894.36,low,none,0.8705336,0.048752636,0.056366544,0.024347218,none
A031684,R01,5648.42,high,none,0.8860175,0.027728416,0.061124153,0.025129966,none
A031040,R05,11895.62,high,none,0.88703066,0.009877274,0.027352422,0.07573969,none
A014692,R03,22723.46,high,none,0.9446669,0.012594789,0.011076572,0.031661697,none
A019881,R04,4264.42,low,none,0.94773275,0.011653831,0.016561035,0.024052432,none
A037396,R06,24383.27,high,none,0.77750623,0.0301746,0.027841661,0.16447751,none
A004535,R01,1967.41,low,none,0.6419713,0.01430933,0.010869424,0.33284995,none
A003073,R07,14488.31,high,none,0.91516215,0.0009987876,0.0086250985,0.075213954,none
A038770,R05,4092.86,low,dormant,0.8783578,0.043178845,0.0048323064,0.07363107,none
